customer_id,first_name,last_name,email,city,customer_segment,join_date
CUST-000027,Sara,Al-Zaabi,sara.alzaabi_773@icloud.com,Dubai,Regular,2024-07-04 00:00:00
CUST-000028,Tariq,Al-Nahyan,tariq.alnahyan_561@icloud.com,Dubai,Premium,2024-06-16 00:00:00
CUST-000029,Noura,Al-Nahyan,noura.alnahyan_735@icloud.com,Abu Dhabi,Regular,2024-01-29 00:00:00
CUST-000030,Dana,Al-Rashid,dana.alrashid_60@icloud.com,Abu Dhabi,Regular,2024-01-12 00:00:00
CUST-000031,Ahmed,Al-Balushi,ahmed.albalushi_75@gmail.com,Abu Dhabi,Premium,2024-01-31 00:00:00
CUST-000032,Ali,Al-Ahmad,ali.alahmad_419@yahoo.com,Dubai,New,2024-11-26 00:00:00
CUST-000033,Yusuf,Al-Rashid,yusuf.alrashid_940@hotmail.com,Abu Dhabi,New,2024-10-03 00:00:00
CUST-000034,Yusuf,Al-Nahyan,yusuf.alnahyan_551@hotmail.com,Sharjah,New,2024-01-02 00:00:00
CUST-000035,Ibrahim,Al-Ahmad,ibrahim.alahmad_558@hotmail.com,Sharjah,Regular,2024-08-23 00:00:00
CUST-000036,Hassan,Al-Nuaimi,hassan.alnuaimi_743@gmail.com,Dubai,Regular,2024-01-09 00:00:00
CUST-000037,Ali,Al-Nahyan,ali.alnahyan_458@icloud.com,Sharjah,Premium,2024-01-23 00:00:00
CUST-000038,Layla,Al-Hassan,layla.alhassan_885@gmail.com,Dubai,Regular,2024-10-21 00:00:00
CUST-000039,Saeed,Al-Zaabi,saeed.alzaabi_329@yahoo.com,Abu Dhabi,New,2024-09-23 00:00:00
CUST-000040,Ibrahim,Al-Sharqi,ibrahim.alsharqi_972@icloud.com,Sharjah,Regular,2024-08-06 00:00:00
CUST-000041,Mohammed,Al-Mualla,mohammed.almualla_688@hotmail.com,Sharjah,Regular,2024-03-17 00:00:00
CUST-000042,Aisha,Al-Zaabi,aisha.alzaabi_247@yahoo.com,Abu Dhabi,Premium,2024-08-25 00:00:00
CUST-000043,Hana,Al-Rashid,hana.alrashid_571@icloud.com,Dubai,Regular,2024-06-18 00:00:00
CUST-000044,Noura,Al-Mazrouei,noura.almazrouei_549@yahoo.com,Dubai,Regular,2024-11-04 00:00:00
CUST-000045,Ali,Al-Nuaimi,ali.alnuaimi_602@icloud.com,Dubai,New,2024-06-19 00:00:00
CUST-000046,Ahmed,Al-Nuaimi,ahmed.alnuaimi_986@gmail.com,Sharjah,Regular,2024-05-04 00:00:00
CUST-000047,Sara,Al-Rashid,sara.alrashid_566@outlook.com,Abu Dhabi,Regular,2024-07-02 00:00:00
CUST-000048,Yusuf,Al-Hassan,yusuf.alhassan_478@gmail.com,Sharjah,New,2024-04-14 00:00:00
CUST-000049,Zainab,Al-Maktoum,zainab.almaktoum_227@yahoo.com,Dubai,New,2024-10-23 00:00:00
CUST-000050,Ibrahim,Al-Qasimi,ibrahim.alqasimi_236@hotmail.com,Sharjah,Regular,2024-12-01 00:00:00
CUST-000051,Khalid,Al-Sharqi,khalid.alsharqi_501@hotmail.com,Abu Dhabi,Regular,2024-03-27 00:00:00
CUST-000052,Hana,Al-Ahmad,hana.alahmad_911@icloud.com,Sharjah,Regular,2024-02-08 00:00:00
CUST-000053,Mohammed,Al-Zaabi,test@test,Sharjah,Regular,2024-01-05 00:00:00
CUST-000054,Noura,Al-Mualla,noura.almualla_654@icloud.com,Abu Dhabi,Premium,2024-09-29 00:00:00
CUST-000055,Ahmed,Al-Maktoum,ahmed.almaktoum_282@icloud.com,Abu Dhabi,Regular,2024-08-08 00:00:00
CUST-000056,Aisha,Al-Nahyan,aisha.alnahyan_537@yahoo.com,Dubai,Regular,2024-06-30 00:00:00
CUST-000057,Maryam,Al-Nahyan,maryam.alnahyan_416@hotmail.com,Sharjah,Regular,2024-06-02 00:00:00
CUST-000058,Ali,Al-Farsi,ali.alfarsi_666@gmail.com,Dubai,Regular,2024-08-31 00:00:00
CUST-000059,Ahmed,Al-Balushi,ahmed.albalushi_512@hotmail.com,Sharjah,Regular,2024-02-18 00:00:00
CUST-000060,Mohammed,Al-Nuaimi,mohammed.alnuaimi_889@icloud.com,Abu Dhabi,New,2024-12-16 00:00:00
CUST-000061,Hana,Al-Hussein,hana.alhussein_184@outlook.com,Dubai,Regular,2024-12-30 00:00:00
CUST-000062,Ali,Al-Sharqi,ali.alsharqi_247@icloud.com,Abu Dhabi,Regular,2024-07-15 00:00:00
CUST-000063,Fatima,Al-Zaabi,fatima.alzaabi_742@gmail.com,Sharjah,Regular,2024-02-20 00:00:00
CUST-000064,Ali,Al-Mualla,ali.almualla_629@icloud.com,Abu Dhabi,Regular,2024-11-20 00:00:00
CUST-000065,Noura,Al-Ahmad,noura.alahmad_567@hotmail.com,Abu Dhabi,Regular,2024-07-13 00:00:00
CUST-000066,Saeed,Al-Sharqi,saeed.alsharqi_731@gmail.com,Dubai,Regular,2024-11-20 00:00:00
CUST-000067,Maryam,Al-Mualla,maryam.almualla_94@gmail.com,Abu Dhabi,Regular,2024-02-22 00:00:00
CUST-000068,Aisha,Al-Rashid,aisha.alrashid_569@icloud.com,Abu Dhabi,Premium,2024-10-10 00:00:00
CUST-000069,Saeed,Al-Zaabi,saeed.alzaabi_395@gmail.com,Abu Dhabi,Regular,2024-10-13 00:00:00
CUST-000070,Layla,Al-Hussein,layla.alhussein_702@hotmail.com,Dubai,Regular,2024-09-09 00:00:00
CUST-000071,Aisha,Al-Rashid,aisha.alrashid_307@hotmail.com,Dubai,New,2024-11-16 00:00:00
CUST-000072,Saeed,Al-Nuaimi,saeed.alnuaimi_139@outlook.com,Dubai,Regular,2024-11-13 00:00:00
CUST-000073,Khalid,Al-Ahmad,khalid.alahmad_836@icloud.com,Dubai,Regular,2024-12-21 00:00:00
CUST-000074,Khalid,Al-Qasimi,khalid.alqasimi_992@outlook.com,Abu Dhabi,Regular,2024-10-21 00:00:00
CUST-000075,Khalid,Al-Rashid,khalid.alrashid_805@hotmail.com,Abu Dhabi,Regular,2024-10-30 00:00:00
CUST-000076,Aisha,Al-Farsi,aisha.alfarsi_28@hotmail.com,Sharjah,Regular,2024-12-20 00:00:00
CUST-000077,Zainab,Al-Farsi,zainab.alfarsi_649@outlook.com,Dubai,Regular,2024-08-04 00:00:00
CUST-000078,Ali,Al-Ahmad,ali.alahmad_491@icloud.com,Abu Dhabi,New,2024-12-20 00:00:00
CUST-000079,Mohammed,Al-Zaabi,mohammed.alzaabi_719@icloud.com,Sharjah,Premium,2024-05-07 00:00:00
CUST-000080,Yusuf,Al-Qasimi,yusuf.alqasimi_46@icloud.com,Sharjah,Regular,2024-06-18 00:00:00
CUST-000081,Zainab,Al-Nahyan,noatsign.com,Dubai,Regular,2024-10-24 00:00:00
CUST-000082,Layla,Al-Ahmad,layla.alahmad_475@icloud.com,Sharjah,Regular,2024-01-13 00:00:00
CUST-000083,Ibrahim,Al-Rashid,ibrahim.alrashid_88@gmail.com,Sharjah,Regular,2024-08-21 00:00:00
CUST-000084,Dana,Al-Ahmad,dana.alahmad_100@hotmail.com,Sharjah,Regular,2024-06-02 00:00:00
CUST-000085,Omar,Al-Maktoum,omar.almaktoum_664@gmail.com,Sharjah,New,2024-05-04 00:00:00
CUST-000086,Hana,Al-Qasimi,hana.alqasimi_437@hotmail.com,Dubai,Regular,2024-04-05 00:00:00
CUST-000087,Zainab,Al-Rashid,spaces in@email.com,Dubai,Regular,2024-01-03 00:00:00
CUST-000088,Sara,Al-Sharqi,sara.alsharqi_829@gmail.com,Sharjah,New,2024-04-05 00:00:00
CUST-000089,Sara,Al-Ahmad,sara.alahmad_687@hotmail.com,Sharjah,Regular,2024-07-17 00:00:00
CUST-000090,Tariq,Al-Nahyan,tariq.alnahyan_866@hotmail.com,Sharjah,Regular,2024-06-01 00:00:00
CUST-000091,Tariq,Al-Nahyan,tariq.alnahyan_321@gmail.com,Dubai,Regular,2024-12-21 00:00:00
CUST-000092,Maryam,Al-Rashid,maryam.alrashid_589@hotmail.com,Abu Dhabi,Regular,2024-12-21 00:00:00
CUST-000093,Aisha,Al-Hassan,aisha.alhassan_296@yahoo.com,Dubai,Regular,2024-01-28 00:00:00
CUST-000094,Ahmed,Al-Ahmad,ahmed.alahmad_835@hotmail.com,Sharjah,Regular,2024-12-16 00:00:00
CUST-000095,Noura,Al-Ahmad,noura.alahmad_579@gmail.com,Dubai,Regular,2024-10-02 00:00:00
CUST-000096,Noura,Al-Hussein,noura.alhussein_785@hotmail.com,Sharjah,Regular,2024-05-17 00:00:00
CUST-000097,Yusuf,Al-Hassan,yusuf.alhassan_43@hotmail.com,Sharjah,Regular,2024-11-30 00:00:00
CUST-000098,Ibrahim,Al-Mazrouei,ibrahim.almazrouei_461@outlook.com,Abu Dhabi,Premium,2024-03-01 00:00:00
CUST-000099,Layla,Al-Nuaimi,layla.alnuaimi_603@outlook.com,Sharjah,Regular,2024-11-11 00:00:00
CUST-000100,Sara,Al-Mazrouei,sara.almazrouei_61@icloud.com,Abu Dhabi,Regular,2024-03-27 00:00:00
CUST-000101,Ibrahim,Al-Sharqi,ibrahim.alsharqi_976@icloud.com,Sharjah,Premium,2024-07-29 00:00:00
CUST-000102,Hassan,Al-Mazrouei,hassan.almazrouei_719@yahoo.com,Dubai,Regular,2024-05-06 00:00:00
CUST-000103,Maryam,Al-Ahmad,maryam.alahmad_648@outlook.com,Sharjah,Regular,2024-11-20 00:00:00
CUST-000104,Ali,Al-Rashid,ali.alrashid_285@outlook.com,Abu Dhabi,Regular,2024-01-02 00:00:00
CUST-000105,Ali,Al-Balushi,ali.albalushi_651@outlook.com,Dubai,Regular,2024-08-07 00:00:00
CUST-000106,Reem,Al-Sharqi,reem.alsharqi_291@outlook.com,Sharjah,Regular,2024-09-05 00:00:00
CUST-000107,Mohammed,Al-Maktoum,mohammed.almaktoum_803@hotmail.com,Dubai,New,2024-08-13 00:00:00
CUST-000108,Zainab,Al-Nuaimi,zainab.alnuaimi_932@yahoo.com,Sharjah,New,2024-05-20 00:00:00
CUST-000109,Yusuf,Al-Sharqi,yusuf.alsharqi_681@yahoo.com,Dubai,Regular,2024-12-24 00:00:00
CUST-000110,Zainab,Al-Farsi,zainab.alfarsi_98@gmail.com,Dubai,Premium,2024-04-25 00:00:00
CUST-000111,Noura,Al-Maktoum,noatsign.com,Dubai,Regular,2024-03-08 00:00:00
CUST-000112,Layla,Al-Rashid,layla.alrashid_826@gmail.com,Dubai,New,2024-03-11 00:00:00
CUST-000113,Fatima,Al-Farsi,fatima.alfarsi_147@gmail.com,Sharjah,Regular,2024-03-25 00:00:00
CUST-000114,Sara,Al-Farsi,sara.alfarsi_942@hotmail.com,Sharjah,New,2024-02-14 00:00:00
CUST-000115,Fatima,Al-Zaabi,fatima.alzaabi_748@hotmail.com,Abu Dhabi,Regular,2024-03-12 00:00:00
CUST-000116,Ali,Al-Nuaimi,ali.alnuaimi_615@icloud.com,Abu Dhabi,Regular,2024-12-03 00:00:00
CUST-000117,Sara,Al-Hassan,sara.alhassan_194@hotmail.com,Abu Dhabi,Regular,2024-05-02 00:00:00
CUST-000118,Omar,Al-Nuaimi,omar.alnuaimi_609@gmail.com,Sharjah,Premium,2024-07-03 00:00:00
CUST-000119,Fatima,Al-Rashid,fatima.alrashid_583@hotmail.com,Abu Dhabi,Regular,2024-08-29 00:00:00
CUST-000120,Ali,Al-Maktoum,ali.almaktoum_15@outlook.com,Dubai,New,2024-07-22 00:00:00
CUST-000121,Dana,Al-Zaabi,dana.alzaabi_719@hotmail.com,Dubai,Regular,2024-03-19 00:00:00
CUST-000122,Ibrahim,Al-Nahyan,ibrahim.alnahyan_209@yahoo.com,Sharjah,Regular,2024-11-28 00:00:00
CUST-000123,Ali,Al-Sharqi,ali.alsharqi_748@yahoo.com,Dubai,New,2024-02-29 00:00:00
CUST-000124,Saeed,Al-Maktoum,saeed.almaktoum_760@yahoo.com,Dubai,Regular,2024-03-24 00:00:00
CUST-000125,Yusuf,Al-Hassan,yusuf.alhassan_843@outlook.com,Dubai,Regular,2024-05-17 00:00:00
CUST-000126,Omar,Al-Zaabi,omar.alzaabi_344@hotmail.com,Abu Dhabi,Regular,2024-10-22 00:00:00
CUST-000127,Reem,Al-Ahmad,reem.alahmad_57@hotmail.com,Sharjah,Regular,2024-02-22 00:00:00
CUST-000128,Omar,Al-Nuaimi,omar.alnuaimi_3@gmail.com,Dubai,Regular,2024-07-15 00:00:00
CUST-000129,Aisha,Al-Mazrouei,aisha.almazrouei_823@hotmail.com,Dubai,Regular,2024-06-12 00:00:00
CUST-000130,Ali,Al-Hussein,ali.alhussein_515@gmail.com,Dubai,Regular,2024-01-24 00:00:00
CUST-000131,Ali,Al-Ahmad,ali.alahmad_793@outlook.com,Abu Dhabi,Regular,2024-07-07 00:00:00
CUST-000132,Tariq,Al-Zaabi,tariq.alzaabi_638@yahoo.com,Abu Dhabi,New,2024-04-10 00:00:00
CUST-000133,Hana,Al-Zaabi,hana.alzaabi_155@gmail.com,Abu Dhabi,Regular,2024-12-21 00:00:00
CUST-000134,Khalid,Al-Maktoum,khalid.almaktoum_386@outlook.com,Dubai,New,2024-08-02 00:00:00
CUST-000135,Mohammed,Al-Qasimi,mohammed.alqasimi_96@gmail.com,Dubai,Regular,2024-12-24 00:00:00
CUST-000136,Noura,Al-Balushi,noura.albalushi_98@icloud.com,Dubai,Regular,2024-10-30 00:00:00
CUST-000137,Zainab,Al-Farsi,zainab.alfarsi_243@outlook.com,Abu Dhabi,New,2024-07-20 00:00:00
CUST-000138,Khalid,Al-Mualla,khalid.almualla_240@gmail.com,Dubai,Regular,2024-02-25 00:00:00
CUST-000139,Aisha,Al-Ahmad,aisha.alahmad_417@gmail.com,Sharjah,Regular,2024-08-19 00:00:00
CUST-000140,Hassan,Al-Mazrouei,hassan.almazrouei_162@outlook.com,Sharjah,Premium,2024-06-16 00:00:00
CUST-000141,Layla,Al-Mualla,layla.almualla_51@outlook.com,Abu Dhabi,Regular,2024-07-26 00:00:00
CUST-000142,Hana,Al-Balushi,hana.albalushi_97@hotmail.com,Dubai,Premium,2024-01-07 00:00:00
CUST-000143,Layla,Al-Qasimi,layla.alqasimi_411@outlook.com,Sharjah,Regular,2024-10-25 00:00:00
CUST-000144,Ali,Al-Maktoum,ali.almaktoum_203@hotmail.com,Dubai,New,2024-06-18 00:00:00
CUST-000145,Noura,Al-Maktoum,noura.almaktoum_588@hotmail.com,Sharjah,Premium,2024-12-15 00:00:00
CUST-000146,Yusuf,Al-Nuaimi,yusuf.alnuaimi_282@outlook.com,Abu Dhabi,Premium,2024-11-13 00:00:00
CUST-000147,Ibrahim,Al-Ahmad,ibrahim.alahmad_564@hotmail.com,Dubai,Regular,2024-08-02 00:00:00
CUST-000148,Dana,Al-Nuaimi,dana.alnuaimi_822@icloud.com,Dubai,Regular,2024-07-02 00:00:00
CUST-000149,Reem,Al-Mualla,reem.almualla_515@outlook.com,Abu Dhabi,Premium,2024-11-01 00:00:00
CUST-000150,Hassan,Al-Maktoum,hassan.almaktoum_484@icloud.com,Abu Dhabi,New,2024-03-22 00:00:00
CUST-000151,Layla,Al-Sharqi,layla.alsharqi_811@gmail.com,Dubai,New,2024-07-17 00:00:00
CUST-000152,Aisha,Al-Qasimi,aisha.alqasimi_326@outlook.com,Sharjah,Regular,2024-10-17 00:00:00
CUST-000153,Tariq,Al-Nuaimi,tariq.alnuaimi_830@hotmail.com,Sharjah,Regular,2024-02-16 00:00:00
CUST-000154,Saeed,Al-Nuaimi,,Dubai,Regular,2024-03-07 00:00:00
CUST-000155,Aisha,Al-Zaabi,aisha.alzaabi_332@gmail.com,Dubai,Regular,2024-03-13 00:00:00
CUST-000156,Dana,Al-Mazrouei,dana.almazrouei_75@outlook.com,Sharjah,Regular,2024-02-21 00:00:00
CUST-000157,Khalid,Al-Qasimi,khalid.alqasimi_750@hotmail.com,Sharjah,Regular,2024-03-30 00:00:00
CUST-000158,Hana,Al-Balushi,hana.albalushi_629@outlook.com,Dubai,New,2024-07-12 00:00:00
CUST-000159,Ibrahim,Al-Qasimi,ibrahim.alqasimi_2@icloud.com,Abu Dhabi,Regular,2024-10-17 00:00:00
CUST-000160,Saeed,Al-Mualla,saeed.almualla_991@icloud.com,Dubai,Premium,2024-09-11 00:00:00
CUST-000161,Ali,Al-Nuaimi,ali.alnuaimi_328@yahoo.com,Sharjah,Premium,2024-12-28 00:00:00
CUST-000162,Khalid,Al-Ahmad,test@test,Dubai,Regular,2024-02-25 00:00:00
CUST-000163,Mohammed,Al-Rashid,mohammed.alrashid_430@yahoo.com,Abu Dhabi,Regular,2024-10-06 00:00:00
CUST-000164,Reem,Al-Zaabi,reem.alzaabi_667@yahoo.com,Dubai,Regular,2024-01-18 00:00:00
CUST-000165,Khalid,Al-Sharqi,khalid.alsharqi_76@outlook.com,Dubai,Regular,2024-02-08 00:00:00
CUST-000166,Ali,Al-Mualla,ali.almualla_629@hotmail.com,Sharjah,Regular,2024-08-10 00:00:00
CUST-000167,Omar,Al-Mualla,omar.almualla_195@hotmail.com,Sharjah,New,2024-10-03 00:00:00
CUST-000168,Ibrahim,Al-Sharqi,ibrahim.alsharqi_51@hotmail.com,Sharjah,Regular,2024-01-28 00:00:00
CUST-000169,Zainab,Al-Nahyan,zainab.alnahyan_678@icloud.com,Abu Dhabi,Premium,2024-03-28 00:00:00
CUST-000170,Ali,Al-Ahmad,ali.alahmad_316@hotmail.com,Abu Dhabi,Regular,2024-02-16 00:00:00
CUST-000171,Maryam,Al-Qasimi,maryam.alqasimi_391@outlook.com,Dubai,Regular,2024-08-26 00:00:00
CUST-000172,Hassan,Al-Hussein,hassan.alhussein_771@gmail.com,Dubai,New,2024-07-30 00:00:00
CUST-000173,Tariq,Al-Nuaimi,tariq.alnuaimi_861@hotmail.com,Sharjah,Regular,2024-08-31 00:00:00
CUST-000174,Layla,Al-Ahmad,layla.alahmad_405@gmail.com,Sharjah,Regular,2024-10-19 00:00:00
CUST-000175,Saeed,Al-Qasimi,saeed.alqasimi_776@hotmail.com,Dubai,Regular,2024-04-18 00:00:00
CUST-000176,Fatima,Al-Maktoum,fatima.almaktoum_700@hotmail.com,Dubai,Regular,2024-10-31 00:00:00
CUST-000177,Ali,Al-Nahyan,ali.alnahyan_407@icloud.com,Abu Dhabi,Regular,2024-01-07 00:00:00
CUST-000178,Saeed,Al-Hussein,saeed.alhussein_430@gmail.com,Abu Dhabi,Regular,2024-10-25 00:00:00
CUST-000179,Omar,Al-Nahyan,omar.alnahyan_104@outlook.com,Sharjah,New,2024-05-15 00:00:00
CUST-000180,Reem,Al-Hussein,reem.alhussein_39@yahoo.com,Abu Dhabi,Regular,2024-12-14 00:00:00
CUST-000181,Mohammed,Al-Rashid,mohammed.alrashid_340@yahoo.com,Dubai,New,2024-07-09 00:00:00
CUST-000182,Ibrahim,Al-Sharqi,ibrahim.alsharqi_504@gmail.com,Dubai,New,2024-08-14 00:00:00
CUST-000183,Khalid,Al-Sharqi,khalid.alsharqi_620@gmail.com,Dubai,New,2024-07-27 00:00:00
CUST-000184,Dana,Al-Mazrouei,dana.almazrouei_58@icloud.com,Dubai,Premium,2024-09-25 00:00:00
CUST-000185,Ahmed,Al-Qasimi,ahmed.alqasimi_853@yahoo.com,Dubai,Regular,2024-07-03 00:00:00
CUST-000186,Hassan,Al-Mualla,hassan.almualla_518@hotmail.com,Sharjah,Regular,2024-05-03 00:00:00
CUST-000187,Saeed,Al-Ahmad,saeed.alahmad_892@hotmail.com,Sharjah,Regular,2024-05-12 00:00:00
CUST-000188,Ali,Al-Sharqi,invalid@,Dubai,Regular,2024-04-19 00:00:00
CUST-000189,Layla,Al-Farsi,layla.alfarsi_668@hotmail.com,Sharjah,Premium,2024-03-08 00:00:00
CUST-000190,Saeed,Al-Zaabi,noatsign.com,Sharjah,Regular,2024-12-29 00:00:00
CUST-000191,Zainab,Al-Rashid,zainab.alrashid_471@outlook.com,Dubai,Regular,2024-11-15 00:00:00
CUST-000192,Omar,Al-Maktoum,omar.almaktoum_679@outlook.com,Sharjah,Regular,2024-06-01 00:00:00
CUST-000193,Reem,Al-Nahyan,reem.alnahyan_284@outlook.com,Abu Dhabi,Regular,2024-11-29 00:00:00
CUST-000194,Fatima,Al-Hassan,fatima.alhassan_922@gmail.com,Sharjah,Regular,2024-03-12 00:00:00
CUST-000195,Reem,Al-Sharqi,reem.alsharqi_429@hotmail.com,Abu Dhabi,Regular,2024-10-19 00:00:00
CUST-000196,Khalid,Al-Balushi,khalid.albalushi_703@icloud.com,Sharjah,New,2024-12-09 00:00:00
CUST-000197,Ibrahim,Al-Mazrouei,ibrahim.almazrouei_674@icloud.com,Dubai,Regular,2024-05-12 00:00:00
CUST-000198,Hana,Al-Zaabi,hana.alzaabi_970@outlook.com,Sharjah,Regular,2024-06-06 00:00:00
CUST-000199,Khalid,Al-Mualla,khalid.almualla_302@hotmail.com,Dubai,New,2024-10-25 00:00:00
CUST-000200,Saeed,Al-Nahyan,saeed.alnahyan_200@icloud.com,Dubai,Regular,2024-06-01 00:00:00
CUST-000201,Fatima,Al-Qasimi,fatima.alqasimi_351@hotmail.com,Sharjah,New,2024-03-14 00:00:00
CUST-000202,Aisha,Al-Zaabi,aisha.alzaabi_341@yahoo.com,Abu Dhabi,Premium,2024-05-20 00:00:00
CUST-000203,Aisha,Al-Hussein,aisha.alhussein_502@gmail.com,Dubai,Regular,2024-07-25 00:00:00
CUST-000204,Reem,Al-Rashid,spaces in@email.com,Dubai,New,2024-06-13 00:00:00
CUST-000205,Dana,Al-Nuaimi,invalid@,Sharjah,Regular,2024-06-25 00:00:00
CUST-000206,Omar,Al-Rashid,omar.alrashid_314@yahoo.com,Dubai,Regular,2024-05-28 00:00:00
CUST-000207,Dana,Al-Hussein,dana.alhussein_445@yahoo.com,Abu Dhabi,Regular,2024-04-06 00:00:00
CUST-000208,Maryam,Al-Maktoum,maryam.almaktoum_745@yahoo.com,Dubai,Regular,2024-03-27 00:00:00
CUST-000209,Mohammed,Al-Rashid,mohammed.alrashid_262@icloud.com,Sharjah,Regular,2024-11-30 00:00:00
CUST-000210,Mohammed,Al-Balushi,mohammed.albalushi_455@hotmail.com,Dubai,Regular,2024-03-19 00:00:00
CUST-000211,Ahmed,Al-Sharqi,ahmed.alsharqi_104@icloud.com,Abu Dhabi,Regular,2024-08-02 00:00:00
CUST-000212,Omar,Al-Hassan,omar.alhassan_121@outlook.com,Dubai,Regular,2024-11-07 00:00:00
CUST-000213,Hassan,Al-Mazrouei,hassan.almazrouei_207@outlook.com,Sharjah,Regular,2024-10-07 00:00:00
CUST-000214,Sara,Al-Balushi,sara.albalushi_339@yahoo.com,Dubai,New,2024-10-20 00:00:00
CUST-000215,Fatima,Al-Nahyan,fatima.alnahyan_77@gmail.com,Abu Dhabi,Regular,2024-05-31 00:00:00
CUST-000216,Mohammed,Al-Nahyan,mohammed.alnahyan_896@gmail.com,Abu Dhabi,Regular,2024-08-06 00:00:00
CUST-000217,Omar,Al-Mazrouei,omar.almazrouei_47@gmail.com,Dubai,Regular,2024-07-02 00:00:00
CUST-000218,Saeed,Al-Sharqi,saeed.alsharqi_96@outlook.com,Abu Dhabi,Regular,2024-08-21 00:00:00
CUST-000219,Maryam,Al-Balushi,maryam.albalushi_820@hotmail.com,Sharjah,Regular,2024-03-08 00:00:00
CUST-000220,Mohammed,Al-Mazrouei,mohammed.almazrouei_427@icloud.com,Abu Dhabi,Regular,2024-04-02 00:00:00
CUST-000221,Yusuf,Al-Hussein,@nodomain.com,Sharjah,Premium,2024-09-06 00:00:00
CUST-000222,Zainab,Al-Ahmad,zainab.alahmad_268@outlook.com,Dubai,Regular,2024-10-22 00:00:00
CUST-000223,Layla,Al-Farsi,layla.alfarsi_532@icloud.com,Sharjah,Premium,2024-12-04 00:00:00
CUST-000224,Reem,Al-Mualla,reem.almualla_657@hotmail.com,Dubai,Regular,2024-11-09 00:00:00
CUST-000225,Aisha,Al-Hassan,aisha.alhassan_873@hotmail.com,Dubai,Regular,2024-06-18 00:00:00
CUST-000226,Mohammed,Al-Hassan,mohammed.alhassan_659@hotmail.com,Abu Dhabi,Premium,2024-08-15 00:00:00
CUST-000227,Noura,Al-Nahyan,noura.alnahyan_458@outlook.com,Dubai,Regular,2024-01-10 00:00:00
CUST-000228,Zainab,Al-Maktoum,zainab.almaktoum_1@gmail.com,Sharjah,Regular,2024-09-17 00:00:00
